area,date,interest,sealy,isPartial,brand,super_brand,year,month,week,is_zero
ZA,2019-04-14,49,11,False,mattress,other,2019,4,15,0
ZA,2019-04-14,49,5,False,bed,other,2019,4,15,0
ZA,2019-04-21,20,20,False,Sealy,own,2019,4,16,0
ZA,2019-04-21,10,20,False,Edblo,own,2019,4,16,0
ZA,2019-04-21,0,20,False,King Koil,own,2019,4,16,1
ZA,2019-04-21,0,20,False,King Coil,own,2019,4,16,1
ZA,2019-04-21,0,20,False,Slumber Land,own,2019,4,16,1
ZA,2019-04-21,0,20,False,sealy posturepedic,own,2019,4,16,1
ZA,2019-04-21,10,20,False,Slumberland,own,2019,4,16,0
ZA,2019-04-21,0,20,False,Ashleigh's,competitor_brand,2019,4,16,1
ZA,2019-04-21,0,20,False,Ashleighs,competitor_brand,2019,4,16,1
ZA,2019-04-21,0,20,False,Forgeron,competitor_brand,2019,4,16,1
ZA,2019-04-21,10,20,False,Restonic,competitor_brand,2019,4,16,0
ZA,2019-04-21,10,20,False,Cloud 9,competitor_brand,2019,4,16,0
ZA,2019-04-21,0,20,False,Cloud Nine,competitor_brand,2019,4,16,1
ZA,2019-04-21,0,20,False,Rest Assured,competitor_brand,2019,4,16,1
ZA,2019-04-21,10,20,False,Serta,competitor_brand,2019,4,16,0
ZA,2019-04-21,10,20,False,Simmons,competitor_brand,2019,4,16,0
ZA,2019-04-21,21,20,False,Tempur,competitor_brand,2019,4,16,0
ZA,2019-04-21,0,20,False,Dreamland,competitor_brand,2019,4,16,1
ZA,2019-04-21,0,20,False,Dunlopillo,competitor_brand,2019,4,16,1
ZA,2019-04-21,0,20,False,Forty Winks,competitor_brand,2019,4,16,1
ZA,2019-04-21,16,16,False,Sleepmasters,competitor_brand,2019,4,16,0
ZA,2019-04-21,40,4,False,mattress,other,2019,4,16,0
ZA,2019-04-21,64,2,False,bed,other,2019,4,16,0
ZA,2019-04-28,19,19,False,Sealy,own,2019,4,17,0
ZA,2019-04-28,10,19,False,Edblo,own,2019,4,17,0
ZA,2019-04-28,0,19,False,King Koil,own,2019,4,17,1
